ciphertext time access
d06d4ca43f852d9d0d067c0ed0b1e37a 773 0
86a4071afa23ea01be1c526d5131a322 770 0
9eefc6de74f37b81f9f790c9a873442e 859 0
184b49126e33132d4f669aa0973ec235 773 0
2d8913a27c8e237685b33f2e27835c3f 776 0
cea5513dd8646a27ca04c861428a9770 771 0
13aa1290393506bee945ec10c9494f97 769 0
eea0d4c7043eeecf43b6308541c7f554 855 0
7207e4ab3dea6926305636f99f85908d 775 0
25655429a343f8e6f9296c3af0618f62 769 0
69730da65e77cc8ecd02876c8717f9ac 764 0
7c4ed52091ce068af772c5e7d4544a3d 793 0
c757e325ceafb39bb13a07385201e4ce 789 0
4fb9eee087f56a7e672f663b83b0784b 779 0
075b70d60a2471bb5e79f3b07ad77fc9 773 0
916da918621397ca43fd05c6ad7e11b4 1312 0
d9828ae4a6fc9f047593b5ef6a34b8fb 773 0
a161140474abceb7a8d37e55518f092b 775 0
11940fb790aebc054171f4aca5aca746 772 0
0dbb4a816618390eecb7633d466d6858 784 0
01770f9126cb96673c8a13e136bb2843 784 0
7672c4dd8bfdeb77b44fb4fbbc1d53bd 768 0
94624eba2ee4226a6e354ca4f074e767 765 0
e6ab4471a92fe85d7e9d583abaabf74e 777 0
0e45093c292ba69760f23b516622b84d 777 0
cefcbe772ba7d4aa442de4fed8dc4ce6 770 0
2155224b80c9e2e1bb1e322240ea6f0e 878 0
e62d8511d45abb1887a0165f7c63469d 789 0
b868e83931cb1aede94c0f29367e381c 773 0
abbd2d8017e9989e89affe051244a2ca 774 0
ac8b03de561dcb3f69da689f58a0bb03 775 0
5ee98375d21c145bcb1260dd5602a702 773 0
8dabe0e3c8ab2232858bd1dd2b8de189 769 0
7664ff488013a34b2503287b05d07d93 766 0
7b5e76430999758f24476c4fd44dd94a 860 0
b2d89232eb357e1038a68b3d7608d0f1 957 1
66473570e0aaff04f16b53c5b92c0f6b 769 0
04a19defd61bff0ec28a4c38931c2af9 772 0
635f6943096847fbd49bc08dc7d0f8cc 768 0
7195bb48b1bb567345a2abd8bfd5d222 783 0
343b663ea4ad397848f90510c9fddc3b 797 0
9297834352d9b6987c62703b37425d6c 773 0
7ec3aa2271e39ab9dc9fc9a69ca5e12e 762 0
3d64728f3d2827b98a98f4c2da522e58 770 0
15d87a86bb144097b3093d4faf1e7eec 768 0
82f07bc018a379a33b6e6515c0936ed5 779 0
6be85c26fd9cbdb0a5fb0054197e409c 781 0
6ebc5c865fd5299a438eaf03211dd98c 768 0
0635b203d170b3766bb3cb84310b209f 771 0
c77c2626524fc095de7099ff8d728c93 766 0
a73e9678ae4aee19fdb99e2fc5bece8c 762 0
3bf4b38d44732222e3bb21712dad04d4 778 0
ec9b4c9ae53bb4e2f45211b910e0464b 766 0
d4f9d8186cfb3a50b65cc1e409c5b8f5 777 0
60059045404428349639eea61934f2ee 766 0
2dca0699c541e97c9daa60a670189cd0 769 0
1d2c165d703e92067780ac91b49e7fe1 760 0
69857a2ec664aa630e0a0a7e23a64f40 772 0
d2659e42a330481ab0f4ab64932a45fc 773 0
b0bf2a7623d5da32dfe4b0028aff435c 774 0
64e19e0711e622c1dacd256df86a69a8 779 0
29941e4d69f87f48dc2f4b662f8ec293 773 0
6f609b8046bd41218a668e82d0f82af9 761 0
8c4946f541c53d1ef58884241647b785 770 0
a75205ee0f460f9aac9d1c7c95477621 763 0
90bc16d18254ef77dc749bf3bb527862 774 0
a57e50b4c45f4e71fd6bed92b263b442 770 0
20ca13a21e0319fb77b4ee32066694ab 778 0
e4e560a944ae1a411907d4cb6b880d8b 769 0
52212d7124466c9bfa5acd00c061aca5 765 0
460c4e8bba68ccd46fa09fda28ad657b 769 0
ce92ecf2d8588dd2b25ad372bb7f1702 781 0
8b658d45cd59193dfab91722667d9d34 769 0
0f8926e8e1b3ba930d8d06c80c1dca97 782 0
8357dd50b1f68dabafa5cd15226b4931 772 0
f46f19d622d4692f616ff86e8dc20510 785 0
1ae260cbd9ee768893439eb5aee7e6a3 764 0
57007979d4e2a93552a1a3df63a9ef7d 872 0
8b4f48643dbeedd0028b85b0726c53c9 771 0
6ccc4340afec75018d19e0f0c2cf6e4d 769 0
1eb6b25c759f2c772ab2279c1e7b668a 764 0
47a9caf6953ff72258d7121aa68068c5 771 0
371a21acb94d23e3ff4a7f1dc5e5a70d 765 0
8e710323b1fb4509d2582479d88c3e0f 774 0
a65fbb5facde42ac29c1c9eea771fb35 769 0
e2ff5993fa9e9dccf6c145cf4d83def3 764 0
e29a528f78943ba1550490fc758b3258 1203 0
8a8beb84298851204996ef961acd89fc 1033 0
67db8be06fc681c5cb11c1409df39827 789 0
7e84aca80cfdc85693b7ecad8476aaec 774 0
5135ccc1fc4d86c75f4707fc3ba023b9 858 0
24cf6130cc298660e0730d65e9b7513a 1004 0
ed1dfbe96a81b0c9c9b7c50457e9bd7b 788 0
b81fac854832e529a5f28e8eaadfc997 774 0
fcc480664630300fe7f5133fded0ba97 775 0
ef661c389901613ef3efcd9dce9634ca 1004 0
5ab430a0e460afcc56c20b3493c5cb82 766 0
2ce7bac5e81b03dc0ad079d866aea2c1 777 0
62d3614733111389d31ebe66e389e90f 772 0
71a3d459bfd835c9a8afa20f5d44d0bf 1008 0
1731064b4219d41637927c1b1c652a8d 771 0
09ffe6c8d71c917fcb338e28785ee78f 770 0
90eedad207afe83f41655a5dca84ead3 767 0
83d19b5aed2ddab86068e0d8c7c76857 1006 0
b54229bdf112fc3377569041da7b155e 774 0
4cb0b839dd92f13efbd116c2987e194e 770 0
c1420bb25407e5cb5d760d37f122953d 768 0
d24e76b0e067eedb38049dd083b61e44 781 0
f929f64d30dc198d5226c543485a801a 779 0
a8f6ca895db86495bd026540b88484b1 862 0
ad7affde56186ba83e30eb868b6ba033 781 0
616bbcbe232153e023b920db3da48dea 1010 0
1f8cc875a4341ee2640968ef750823d6 766 0
73df959700e87723a198ffde3c8cc95b 773 0
1891d1bcc5ef9e2af806196d0e3c4482 773 0
1cd9191cc1904063283f4165cb0ac0e3 858 0
9c919f61803d8b7943a5e651e12ad3fd 754 0
03ec1ac57d5a28a599690a6474cb4710 768 0
5ce671dd23fd5666a23cb783678b816a 774 0
779b2ff4f5579a8ec1a4f2356f3945cc 771 0
1fb6a942b3ffa8553b5fd9a2ea5a0d62 757 0
f53c56ea94f07855956a8a04a3cfd0c2 771 0
8579043978ac8eb40b6756f6c16358b6 763 0
a0aea0349f18893482133825e209e767 772 0
82eba0fb972fafa39605995869f10e09 765 0
9faf3d3ec7c6724ad9ab6fbbb4572236 781 0
42c331daf2e07d88e616e04f07ef58a6 777 0
9e95e5655b57af34021fefb67611edb8 773 0
d41e92c6ff0f4fe5252f342c1e8cd3bc 769 0
21b8227c0fd1b012f09fc866b0b51f85 771 0
d4b14bd3c19ab8e6caec13e878e6a599 772 0
9ec715ad98c5bf896488ef143d0e9911 779 0
c0e5e4817f9c6749887a320060d799fe 775 0
9eaeac36736bbfd7f3afec31bd85427d 774 0
6a27feeac366334ce0654c413ce63fda 781 0
94eb110857d0df4a7fcb7b3d51bebabb 789 0
e5b9a5a81fd9f4ff3e41407b278055bb 769 0
6b66c3c237a30db66e88f3bf46ae7b2b 780 0
6720d486f9c8853809c6b3304608ecb1 767 0
6faf74a652815cc109508050fefb7b65 799 0
1c4feb1518704d213600527c093e2e78 764 0
eda21e40237a012cca817cc87df82d99 779 0
4718ae5f89fc81bffcd33c05116a7dfe 770 0
0c9b3e2f163f5be0c1d8a93ed0d6d717 780 0
ef85777881f8377ecb7383dcdd01dae9 764 0
9c1918b2587493194c3c571c122e3301 775 0
b4aa7935a2b1b36d243749023824ebd4 776 0
3d048795781aafc45606e06835136ae9 777 0
bee31e6094d2ceb90917bb413ba61578 779 0
aa9c0e22b6bde60cc3c675f8dadfe198 797 0
c200f857d2c610dbdecb1c197131921c 769 0
cea03e845d259120eb0619c5e5fa5da7 785 0
fa56fecc1c0ea7fad9c3144bf5a667c3 775 0
46a547a3cad8c3b6dedc7bc3d7d96bd1 779 0
2f699e4b78454651095a9cfe0003c146 777 0
a908e973e1ac29bf89a583607eee31ad 789 0
57cff8cf153e211e98bd1c98c1ddde6a 770 0
e5c7ddc6740786fdac095d2af78ed74e 771 0
5ecf1e730e3f91a6fcad3fbd8a1d276f 949 0
e50536590cbc56b8c5b3e2bc41b90a9f 777 0
8828129667a33d64507c21da99494a7e 772 0
4e80d75a3c2d1201e0f4bd22adc7c135 766 0
f0d4cc577709bbc885dda21e26ec9d74 766 0
6c74cea8a2e0a982d466a4812e66b61e 783 0
3a8275b18b3179100e1c2f3408cca875 775 0
40761de256c7652a2d09ab5b6f6179a9 773 0
e4ef5b6f20d4802ef0af62f97b0a6ebb 771 0
808b9ed6520300800cabdb7c0c5525f0 1760 0
4480606455e092458ff43e0afeacc57e 769 0
3863548a66540a73ffe6ef0b3b14fc7f 781 0
955ce3ea3c752fcb696ed5671a9ae552 768 0
fe39dd648de7d78ccdc69708db938770 780 0
ef6a5a2bdf89f648f7cbaf1266946464 866 0
cd41c85a29a0e6f6667eff411186b101 775 0
f10b2cd09523198ceec89e545d03b82a 769 0
4481856d216b6487e963c9fbe97afcda 783 0
8628ab1b4bc4a73a8c468ee94947148d 768 0
c899fbe9045f70eec239e9abb4e5863a 777 0
0d315559f5fc938142216b8b687f1930 765 0
1814191c738a0a35c3f3e077d866b1e6 779 0
97063f8c03d20e45f379d15cf8ea8c10 776 0
fea62c713037a6f32a866b03ed1ce984 864 0
23281126fa1f6bed983c499026d6a024 779 0
7ccc95ac033b9f2ec20a31af271a334a 777 0
4244703c63db29fb18738b3e492b63c5 775 0
f8f871fb341029f61b5aa54274d88cb6 772 0
1dfcf280d71c7cef8f072ed833919d2b 771 0
890e26bd1e50b339aa587b1f3107d54e 773 0
03c8cedbe44aca7352f84b8589e8b013 769 0
f6d6d01426844ed1dcc9f00dd1c55bd4 767 0
8d2aaf71747ae4c6722f4bfc17fb0f0d 775 0
d2df22f86370c94039b94d0a7fa9df0c 781 0
d38e7e4708620e7b925977a95586b727 775 0
65d91fc949e90982a2568d21ff6c2ed2 768 0
faac1a030e287ea081f54ad67b01fde0 761 0
da1da92306b2a5a80932ca089ef8db99 1761 0
a4f59cb21d1a539e0f9d758a9e726a78 766 0
8f149b95c6403ecf7308d81100b3aaa4 771 0
a84656c560a9636f46d8f9e44b645cda 772 0
78f7703e38ae0eabb6e6bcb699675a41 772 0
adb0060e5a697da04277858ddbe16753 764 0
d9d79111859fbc3b8578f11edf4b5f8d 769 0
fc659b56cf18f6118f7b9e6a5d05bd36 771 0
dd4f4762ee039e747b8f925bdbf2e8d7 953 1
57832d269b23372b9fd595fcdb5332b8 774 0
a2791a907cb804f748975223893afae0 785 0
bd2707594a3e84e91419e5ef6c17a70e 769 0
90c19f0c7aa304c23a56e5c391dfa44e 785 0
06aba750e92b3afd451fecb13793c0c7 767 0
555fd4cf02d8913d2e7600bf55a40e5b 771 0
4fb5ab39e1e536260523d73cb697030b 783 0
f6d7daf9af6b36dee1369d36dbab912a 779 0
613d6342229a6827bd3f6373d7677fcd 766 0
3e59c6eec5fccca63369dd0e156e3876 769 0
ab9cb8ce3620f5f35f596636c0e504fe 785 0
3fcaec04c7b8aafa22870837f640ada1 767 0
dc656f12856505e4be6c1b7e511f7c90 779 0
e96994b0213faa43c6b27abcf3275ecf 775 0
8ccde21132e7f6f053116ea530eb3519 773 0
54caca750974b9cf27338c1a5beae9e7 774 0
b7cbf9eab3efda060049ab3034e14988 776 0
ab13fdb488b683afea0fc945f9b22cb1 767 0
7e259b3114753714bee344f2c48e7a6f 768 0
a17823292ea6d818b6a15daf548a60d2 986 0
affb03c4713ad82f1d1d22e1ab9c504c 768 0
147376431a4e5bd0f0b97f4443e016f2 764 0
db19b64c538f7c71ac9e52573aa3a34f 771 0
1619923068ed0058a6809ce960b2dc3b 989 0
cb92881e21048fcda2e224dc85c82b9b 762 0
e1bdcc49abcca1514c3d3bacef17e8ba 1472 0
a970d9cb746898164abdf2cf851e6b66 779 0
db37b0860351d8508f13fc7e2ae439d3 770 0
54129ec87a37dec5f4d19479efffdfca 769 0
368f513ae1298a703c86ee666b2739bf 760 0
39d888b40f667903370d7c260d5bf143 774 0
eb427dcc6b073ca78e2a0df95246b88b 775 0
1e403f2da7b830dec6ac05d308f616f3 864 0
3894bfa39bfb4a29255722779ddb03bc 767 0
1b42e9c2fb1aa1c1c6a694ce9caac1d4 1142 0
3e8077da7bc103a1182618b5011b711c 788 0
5e5bdf5975801a3b26ae0ac258cb9697 768 0
4c0d71c7ce7468e69a819b9b9c0db8fa 769 0
689753dd176d183d1b22ff74ee950b3a 774 0
a27c0170f06a568bebf12687fede8266 805 0
75d5438c435cc95e7ec8d26c5ddda6ff 779 0
59a86f4a12c5d5fdb7fb84b5da061c4f 771 0
dc5fdc1fbba57d3a6e50a6cb2d4dcb87 772 0
f53ad10700a604b7a1886c7b8f88cb6b 771 0
e8a78aa34c07ddba57848685d1510cc6 856 0
8bddcd8b83d1422459afa0e8376b531f 767 0
12ddc35ee5a0193c249fc1f5f0cdbb7b 772 0
aa88072d594952b3f8f29b305def4f6f 782 0
cc12cdb1b3e6eed785afcd757d88f127 779 0
11f8556a41a71d3a99b96af6a8b96574 778 0
cc32267f1914569ec3231440ac0568bd 773 0
fdbd273e644578fdfee2f3a69c581a68 775 0
8a40e7a3543d42186156580d5bc0ca58 1087 1
7df196e1360fde34f1d1da8d29f5f5b4 776 0
35dc578a1a99a27beffa884abb52a238 769 0
43391a7a48f8ae39ca89c7f37ebca7b3 771 0
99ff3db398df2e88dab6d2950875cd4b 775 0
aee7c5f6e0742faafdf69d7bb3452e4c 760 0
446cffdc4b2d6425e337baebac88365a 767 0
6ffc504f707ff96d7697e829dc167520 781 0
8274fccea161f38498ae6f4436a59ea5 777 0
a1eef5116dee7ee385660c617d8181ff 768 0
f57ecd96dfc11a776f89bba52f594ad0 760 0
473fe2b42e6098b3c7a415442696431b 801 0
1411b2f3d2cc6a415625e6857e3055c5 785 0
70377a9e9812515fb666a3dcfde6f811 761 0
f7aa05c9766f0acc95f0511321a7d991 776 0
de532f766580d51be778f8e45ff0f556 777 0
9afa20106a2addff1b2e123cd5ebcdb4 769 0
3efc2aa37c00bf6378b747d7a73d2e41 770 0
374e51a1782ea0935db3cf329e9ce6dd 871 0
98118015113f7889f6c0619dfd8fde34 1773 0
dd30d6555e76e9bb29b8eec855d4a5ed 775 0
e52502f6657b805b3be1f93870d76c4d 773 0
0742a266b98b21e2440faa99e44f86c9 775 0
7589c0da0440353f212e779106e3de0d 783 0
268073df0c95c150a46ce988bb6f5230 866 0
f8120afc52403b736eb2047496e282bc 776 0
62f59b6e8a5cbe2fc8a7b7841709b40f 773 0
1bbf0c6dff47e06dfae4e290c6644c29 774 0
59e797e44356130cfdca9014d44424ef 767 0
03305d02773d7071225201e8b64d110f 764 0
34a9f378ff0684fcd11411a55835945c 769 0
65f15edc2fce4e51204f39d69d4be6d1 785 0
f4d949f3e0cdefb1e100563a35ea969a 768 0
dcf4770bc3c55ce31495bab1e0a083d4 758 0
79ccc7599ab70a7bb760b5ed4b4b8727 765 0
40fe3203c38ee6d823a08904400cd8ba 760 0
d9a01373571eee0e7ea4fbc9ef83f02f 768 0
81223245b0191dd4b9a6d8fab3b0b48c 764 0
50c7ffa7e5edb66491b12d81341eb0b6 779 0
40e3fbf1fc18c5b5be9daf714d63fd9e 779 0
2bfc4510eafb747bada2fce1c0ad9700 767 0
9092f18caab6416953f1daa154d83f7f 767 0
d48490be80043a2da6360e66e3a66773 768 0
3858ffe30f414c6232260386fe4206d3 777 0
c79691479acb74410282a7e5280e5961 767 0
675844769990d8cbb6dc52b51e5888e5 770 0
ee192c88e5a0c9e72371cc4b7f25ace6 770 0
7ef05c178035e3371135ec2f8d74157b 769 0
8d410372e2cd59053e2650bd4bfda4c9 774 0
ed00e16e35c4a546f9917686058b0192 775 0
cc0405aed15eb30f8404cdd0017199ee 768 0
717a5ca73e01ed379263bd97eebe2abb 773 0
c32f69948d1da4122171e222e27b1053 977 1
f66dfa346ee86c014b29983ae8c2f5ab 949 1
f15e3f7f7be3919c5473be36eecf8ae4 760 0
3c8419aa6c85abb8ae44f29606e741f8 783 0
458177c164085db97b1cef69eb794e27 784 0
fe67d16aec7d229ac11431c7fb72bf41 782 0
f33602583e5f11b97b0023667a718d78 781 0
d85fe2c4dc055e9d198f6415022456f5 769 0
5a584d99b75e52335f7599d9e62751be 772 0
8633826238e1ff527063677287bd68e2 775 0
15b57bcc14cdff7343994c29c09de846 774 0
d06aa8094ba75bbc0ac22e927f967494 771 0
4cef6060bc60d3fff91f29b9bc11ff8c 763 0
7ba795c74ef08358b2b1ea31485ec594 772 0
4d26f40a86c7097fe63238a243372ebf 765 0
dec4862cb4098467ba6f9802cd5e961b 792 0
848a250a512e893761c1d9a4f80863d6 774 0
cce90280f286e7adf580afc3de46de62 769 0
d0036c2231f55992b63337ae3b9a8407 781 0
848687760c6f2302efd3c5cd19a32fe9 993 0
a69b0bd790656a4698a1f4d33b78dabf 772 0
fe61360ad0590cbf2cd18c4574bb2f1a 769 0
563af2e69f5c2c37fd200a3898e4f896 783 0
462ea11687add6b47f62f9f31e280e74 777 0
63005b025c873a59a84491402989d76f 770 0
b778853f255bf3a4beec98dc15a65078 763 0
a6ab7a0233b45bdbf9ec1b2276f2912d 779 0
6a166c90725f34304ccc0c61725cd918 780 0
08531a3b08751601623123d824b4058e 782 0
ca721e3cd1536c1d1f787e92d557aadd 767 0
abc518b33a2eb49c5fd774838b7a1255 760 0
ec3092bd83fedba37759354cb1df295c 775 0
a4410fdf6fc37bce9af052256a647a56 775 0
940c13180beebb8248f0cef9cff75574 782 0
386453a727ce75c1bec7e6282b607ec0 759 0
6d92d8788093fac883c8c152bf16c6f7 783 0
7a199ea1e81362a6db48cf06a94dc616 767 0
df9e8e60318828b450ea070f00cd067b 775 0
e7a41ccfb77f7592c7449970925f8671 783 0
fe14d12f9cfae4ece4ebfbe4b8015f9f 781 0
a57c6e5dfbe4efc2288833bae8b92ce6 764 0
cefd156af7f957dbe452c09d541f3cf9 772 0
9bab56968f4659b7ce8c72b6459e9c13 769 0
9bb27e93abd56e90272e2d7b4e6975e9 778 0
14cb80a311d95be065cd96aa6b33be06 772 0
e53c999011082038364db484b7296ecb 775 0
f4ee6f06c7cae62c977cd602af940894 758 0
d0a225e1aa451ae093ce654af7d315eb 896 0
c184f1884ed7b4e5548ae7031ff098ef 1767 0
92bdd13c02eb1c95b981dfb054f59b15 769 0
798d9dc86451adb8dc95bcfb8554ea17 765 0
11bb5313a66fa95ff1880f457dab5bf7 778 0
38f8bf9c4a6c552601112186650b9d76 757 0
c7f0896d6032cd51bbdc963887f12fbf 770 0
eaee5c345bb15a5cc27be32786809d4d 765 0
7126bbd15988221464b84cecaa7cab94 783 0
6a07c8c5b822227a9d05a123853e71f6 1764 0
652cc7beb4e9d218a21e044c9ab0e005 761 0
b7a8ca70caecea67f18c8a77cafb6d2f 774 0
2735eddb1ebff4c0def80c78a8ec7d60 770 0
9448d05e34bac52646509d114b0a4073 768 0
3f2e4e5eed421ecb3b2b44e317c143ac 775 0
09130a3eced064142001256b0b66de4b 852 0
942da9816fc74daaf2918e0a52d1b65c 1006 0
e5c09ab390fec7b0ffed1c0a53fa55e7 1496 0
27fe6897c6b541b846cfc299a178f586 780 0
398f39c98d007a8ced96964090ec27b8 772 0
ea904fb04590698c602b2501a41a87dd 866 0
a9c0a636c020c2aeb658ee474416ff2f 780 0
a64edfebde48773e749c3f18b6c6f55f 769 0
869b9547bc57f572b0e3b9f4f9b8239f 767 0
06038be54b0223bf9f63d75529ccb5b0 780 0
684af724a2ec9652cf5046c9086a680f 767 0
6df3f4b8f61778957a4feaa41c9f5484 1762 0
ea4ba88c373ede068e24cf978e38a6fb 767 0
2b9ab421b12cb62c7ba1d09740241b2a 785 0
6fc3b6a60294ac90b97c2747b4cd43df 766 0
67f7011923b7459e581536993951c3a8 773 0
157a4e170efaa7c776cf0f2a9c520a04 791 0
490b1d6cc2620a1b7740b4b0927758a7 775 0
f1a6be00a065c71734d641d1284bd571 770 0
56f2dd1954e834cb28e87bba5fd36151 775 0
791f5119851830b9ef728a17bd5f8914 773 0
51662da54e61707749eb31a8be93f937 780 0
b24a51376381f152f37b69b1dbf2c52c 767 0
59f2d2a753421e9c2e5044ece33e2495 767 0
8875cdebf6be3dea39a79b14996041f2 783 0
52139aa555b84183088570ebc394814c 779 0
094e37ff0c75e9451c845ab5e49ba836 771 0
ae42db03fa1c8703a2f7ee658b6fb194 772 0
bde993c95e7d0f7a01692fe604d71cb2 766 0
19f8b514143c17b633051cbe75cd5232 781 0
b6e6fc14630b8e6474be4a7895672aaf 935 1
5fdfc3731cda2a4fdf460e54136087ca 771 0
4683dea98e6d0e022b587ac0bfa46f1e 768 0
8332929f0cbcefec02fd40155dc7dfa4 781 0
4abe4dd82b5bda56b4541673f886927c 783 0
b8241bc5e00ab1e207f1f765b9d70903 772 0
9556dcc0b2b616660b2cd903b26b7f6b 771 0
8f9b306fa5e151add249128b201b8fb5 787 0
716b7523218b892cb763306aceafd55e 776 0
4a05cdf0e61f9db868af4488cad33d3b 771 0
3eb25f5f3de88cf44bbc5e1a6b3378b6 770 0
3845a61e6443d7ccf21b54bcee91f72c 769 0
43568b803f17758ad3d3a43f071cf53f 777 0
629b5ec6de3593d050e78c3e79836abc 775 0
daf53d190db2a3e085481f8c6414ccc6 771 0
af2a8d8d5f205daf07e9ed806d573d47 768 0
4c7a60592c033ab14b593eb06e0a761d 782 0
3403ab932308422bf22fab5f86e8a6d2 776 0
62062c8e09664055bf7e052d887b4bbc 770 0
7ff64fa2fe91cdf0c0794f4661f518c4 1770 0
fb445205aa925a6a105f9798dae25459 770 0
d8a3fcd734c9c7f442173aa40c536808 771 0
97ba0d424d67ac5dc643f6a0264afafe 770 0
eef6d522bf9d1702b451a6c0a40ec83c 803 0
c8d57e153c2a73026d69a393b39d92a1 764 0
9367c45204db54b82cfa79d108410dd1 1481 0
178be653b5595622c2f9b67696481729 783 0
afdb7bb4b6d06ce3cae5b4d327c1a43e 779 0
4c8a9101e4e723a6e0d91c7621349fd1 773 0
0f1b85c6ebf1a9b5d75d88fe1e2c3c6a 767 0
b7cd6b9bb58e4195685e0c8992ab5aa1 767 0
c6df67b1d11067a86defa68b1ce2f5d3 770 0
af606e64efaffa570d06e09fb13b4178 770 0
1aa829ebb99093268039b29c1ba76fcb 773 0
08dd2ff78c294e9a2f2e39e1697a5984 1065 0
23826fdc130302933cb42f585c9e2364 780 0
7b525b077ca9a1abd7db8c4155e5c578 768 0
6834547b37570e740b3dcc67dbefcb56 763 0
41265dbdcfff69a7daf5e82fdbada843 789 0
e1fcbe1953cc8d5f0959c6e448923a89 763 0
b897478896b02f70a517a080c448c3a5 777 0
4481be984d4bf756a4bd3aec4f747608 768 0
0cbd90a26dbf1312d6b3939afb563f3f 768 0
d8fed72549ce7cee8cb6dadb2b50e337 1006 0
0d73d97a32ec8d089f20a29a76e2da4e 771 0
e0b1742980f0170ca6f2e7d142cb0850 774 0
3ee2ca71ce57796e771c08eefee23cde 770 0
94b00714a01f204711071853d221a311 773 0
036e82d1c5fb3f3d17482b152a67f3be 770 0
18fbd2b81af2ff2bfa187ecc3922dd3c 789 0
905f0d555b4d927295bd88bf257b7e3d 768 0
7650f59043f5bb3d0d3a09465ce782ec 771 0
468f41a1dcd41471919c31b617aff38e 1043 0
ffe91e42deda7feb1489317070b35cb6 771 0
429d581f716c900308c1b91f70adad70 773 0
96ccb274a6325fbabb902a2b4386e185 786 0
2339a495a53598adf651cd67fe7ad794 774 0
468908ecbb67a676f7d0a13a5683c07a 775 0
bc640f6299a70f90f8dcf7f757ce8b9d 785 0
57948a13fb3089f3012b2d57aeedd16a 777 0
52e0cceb87dc7b80b872770f4002ad98 765 0
9637ab92673485685fb2c00da09178f2 995 0
7244ddf9205979d9cbf0e80cf395a489 866 0
cc4f1b3483a09ce3535cf0f3ee68e560 782 0
adc259cd1bd3a6e7c38ff3b6249740f1 779 0
e65b2569fcc14c4f1e3d420ca5276c52 778 0
e9c5200598c6ec5c55df127a76526b5c 771 0
ae90c5aa5112f96f4f3b7bf462e7474b 772 0
ad6750452d3ca1831bb4fd910668edb4 775 0
f8b35e49c557b914923408f41c4f40c9 772 0
b6900ee4cdb067e864647a6acc671fc4 899 0
1a7d0ddfd5c6f367fbfc5c174b9ce002 779 0
2ceee6f99e4de202b15c6d7dc38c41de 787 0
094ebdde15b14610ada227f83e07fa6a 787 0
f5e064942d4696dea2035b658f9c4399 779 0
eb017700b2bd105f5f37579d3e520833 781 0
326cc760b25e3e54619ab9f136fd8a21 777 0
fe0121b0bf310f1e6866bca6b8c4daeb 773 0
30a14be2ff89366123ef525aecdc7bea 764 0
dd9d9a9ccea9bb371077ddc83bb7b36b 1164 0
59fe4d588883b9ab720b055fe78149c5 776 0
1ee461ec8d1c239d930166ceb8193911 776 0
18866aa009234b7c2f51db16d224dbf0 764 0
083ddc96590033ed0199bbb9b3f5cbcb 781 0
7b356b8558b6018707dc9ed90079c909 779 0
b6a69f10a6d2fda76cb8601fad2bea29 774 0
6055aeb90baf40138bdeec8b58b6940e 772 0
5c331e02061ba972d4099181357baa95 809 0
d0584edb078fee926ddb1ec591b2d4ed 1770 0
e6f2efec0e985ee2a1ef63d66a0e6c3a 775 0
66ba156e490400b7df1e7c70d1505db7 791 0
434ca351e4013385f0965c5aa4c8940b 1001 0
82a979ccad79838c98fffc6950592093 774 0
a5c3e489c4170fb4ad6b0e5233a25db5 777 0
4bd681f94f0485e704825054db70e781 774 0
33cb0af7e219ab8f84b9e1b75b3e6da7 799 0
14eea064f3254bf7a79c4b830c320440 765 0
fd0e37df28e36eac9c5064f88ed19fa3 779 0
bf3f07b26452a90ceef48ffb26933b23 791 0
a17202c9557176f2c1daea4fab89f26a 791 0
c8f91d2c4cc6383abbc735e15a7005fc 779 0
e307c538783b2a39151489c09d7b2b65 776 0
754892c10ecafbc99231abeca1b0e884 773 0
b7aebd30e9e769fffcf2bf996eeaffe3 784 0
3291a4415b9f0aedd0b5da7265c2f61d 771 0
70b34d5a9bb65997a9183017032ffa35 768 0
c09e761c3d81090e36e3809ca676b916 766 0
2a0670c5bcc95c65e28c7ce5bc761a7c 781 0
1491985212a2604885e0e42b569d4280 775 0
a3b245607ca1c55e2e4243eab85d66cd 776 0
eeff1f00a17f49265f2d52b5cb94366e 778 0
467bcec21d94204bd663358ec19b5baf 782 0
9a7ab03bf9f9625826b40ef14844608e 768 0
bf2e51dcc2712798d55c2796f8824592 768 0
fdf5cef6ee304f15e45d062ca166ba60 769 0
950b3d577d64f052c117e8b9992d4b96 783 0
23198d1149dc262d392d59da93143a28 769 0
1f77809cdc70ee9d87d6562004a1b727 860 0
bb443804205f32598c8b331f9f6d48bf 781 0
e5c85bc1384a5ebf20b4df2455964b10 778 0
da8415fae347536fd2868e72f4d631d9 768 0
9e8c9ad6d6f895f7ac751b010b6712e6 768 0
eb27e0ce6e343d40bacbb2aea2e38740 778 0
7021174619ac3dc52159c72dc0d913ab 777 0
00f3796e27b6aee281619023441864b4 788 0
397bfb532738184991df7651b889fcb8 775 0
7c7526a42bd586ad3616d07a2e342f68 774 0
af2abbd762d320f4b396456b1f42249b 777 0
b74a3fe31fc59055dc60d00a95ff7244 774 0
292d1b8b013b7fb4d1c51ff007438cbe 789 0
8ecba1ad9131036d92d37727d2ea6bfb 785 0
17878618c206cc94cbec84d22f1090bd 791 0
dc326b6d636edaf541511c133b880e53 778 0
0f946bd19a38656524ea3753fac811d6 782 0
fa7c435dea1d532b6f6f3eaaf74cfd06 769 0
